pdf_filename,pdf_title_guess,used_ocr,match_rank,match_score,paperId,excel_title
Copy of 1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,1,100.0,e337c5e4c23999c36f64bcb33ebe6b284e1bcbf1,Large-scale deep unsupervised learning using graphics processors
Copy of 1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,2,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
Copy of 1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,3,58.42696629213483,1e80f755bcbf10479afd2338cec05211fdbd325c,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations
Copy of 1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,4,57.77777777777778,77e379fd57ea44638fc628623e383eccada82689,Kernel Methods for Deep Learning
Copy of 1553374.1553486.pdf,Large-scale Deep Unsupervised Learning using Graphics Processors,False,5,53.03030303030303,2eacb358ba2c06a8706a58ed60c3a6a06d38fec0,Local Gaussian Process Regression for Real Time Online Model Learning
Copy of NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,1,100.0,c42816f497d663c681df20d48a6e66a5632600d8,MixMatch: A Holistic Approach to Semi-Supervised Learning
Copy of NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,2,61.81818181818182,4c746fb88a4b141ec3bca06504e800bf392ce170,Listwise approach to learning to rank: theory and algorithm
Copy of NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,3,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
Copy of NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,4,55.76923076923077,3263ff3c16220322a3989d4f8bde16a53d9b8d45,Online Metric Learning and Fast Similarity Search
Copy of NeurIPS-2019-mixmatch-a-holistic-approach-to-semi-supervised-learning-Paper.pdf,MixMatch: A Holistic Approach to Semi-Supervised Learning,False,5,52.54237288135593,e337c5e4c23999c36f64bcb33ebe6b284e1bcbf1,Large-scale deep unsupervised learning using graphics processors
Copy of NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,1,100.0,ae6e206c8c2994e04c3fdc5bd97d81fdd0f27493,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization"
Copy of NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,2,51.908396946564885,4e07791ee0872401215f12aefde342bd843240cc,Nonparametric Latent Feature Models for Link Prediction
Copy of NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,3,50.617283950617285,4b5744dd44a0026c6f386d5cb21b795499d5efb7,Generalization Bounds of Stochastic Gradient Descent for Wide and Deep Neural Networks
Copy of NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,4,50.561797752808985,14558cb69319eed0d5bfc5648aafcd09d882f443,Fine-Grained Analysis of Optimization and Generalization for Overparameterized Two-Layer Neural Networks
Copy of NIPS-2008-on-the-complexity-of-linear-prediction-risk-bounds-margin-bounds-and-regularization-Paper.pdf,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",False,5,50.34013605442177,a9022d8ffb5e417458fba9a280f90c1b08cb6c73,Stronger generalization bounds for deep nets via a compression approach
Copy of NIPS-2008-deflation-methods-for-sparse-pca-Paper.pdf,Deﬂation Methods for Sparse PCA,False,1,96.7741935483871,cc97aae9c1bc35e01a737aa4bf5fa4677505ec44,Deflation Methods for Sparse PCA
Copy of NIPS-2008-deflation-methods-for-sparse-pca-Paper.pdf,Deﬂation Methods for Sparse PCA,False,2,64.61538461538461,2f041bde7e1968427b09ce428116b21152c7e715,Evaluation methods for topic models
Copy of NIPS-2008-deflation-methods-for-sparse-pca-Paper.pdf,Deﬂation Methods for Sparse PCA,False,3,58.064516129032256,77e379fd57ea44638fc628623e383eccada82689,Kernel Methods for Deep Learning
Copy of NIPS-2008-deflation-methods-for-sparse-pca-Paper.pdf,Deﬂation Methods for Sparse PCA,False,4,53.65853658536585,6b4ca249b3b28d3fee65f69714440c08d42cee64,Which Training Methods for GANs do actually Converge?
Copy of NIPS-2008-deflation-methods-for-sparse-pca-Paper.pdf,Deﬂation Methods for Sparse PCA,False,5,51.351351351351354,cf80cc34528273d8fbe17783efe802a6509e1562,Online dictionary learning for sparse coding
Copy of 1390156.1390255.pdf,Learning Diverse Rankings with Multi-Armed Bandits,False,1,100.0,a22ac183c8b37824e32cae970db170b861a13438,Learning diverse rankings with multi-armed bandits
Copy of 1390156.1390255.pdf,Learning Diverse Rankings with Multi-Armed Bandits,False,2,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
Copy of 1390156.1390255.pdf,Learning Diverse Rankings with Multi-Armed Bandits,False,3,58.53658536585366,ceb3eff13951d80813103172355820bc9493f172,Learning with structured sparsity
Copy of 1390156.1390255.pdf,Learning Diverse Rankings with Multi-Armed Bandits,False,4,56.8421052631579,5ae20e0bdfddc1888148e0fcde88d937e96318d2,Learning structural SVMs with latent variables
Copy of 1390156.1390255.pdf,Learning Diverse Rankings with Multi-Armed Bandits,False,5,53.84615384615385,4c746fb88a4b141ec3bca06504e800bf392ce170,Listwise approach to learning to rank: theory and algorithm
Copy of NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,1,100.0,ebd660b8df9d7f9cd044c63778c15c39cdd072ed,Guaranteed Rank Minimization via Singular Value Projection
Copy of NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,2,53.44827586206897,1e826f01d02a8d514b8a687932d228781243496e,An accelerated gradient method for trace norm minimization
Copy of NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,3,52.94117647058823,cf40878c2de992b6be053f79d3e97d20307dba26,Multi-Label Prediction via Compressed Sensing
Copy of NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,4,46.26865671641791,ae6e206c8c2994e04c3fdc5bd97d81fdd0f27493,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization"
Copy of NIPS-2010-guaranteed-rank-minimization-via-singular-value-projection-Paper.pdf,Guaranteed Rank Minimization via Singular Value Projection,False,5,46.017699115044245,1029daa28aa772e441470e61bdd610c222e92932,On Exact Computation with an Infinitely Wide Neural Net
Copy of 1553374.1553429.pdf,Learning with Structured Sparsity,False,1,100.0,ceb3eff13951d80813103172355820bc9493f172,Learning with structured sparsity
Copy of 1553374.1553429.pdf,Learning with Structured Sparsity,False,2,73.07692307692308,ccb1bafdae68c635cbd30d49fda7dbf88a3ce1b6,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data
Copy of 1553374.1553429.pdf,Learning with Structured Sparsity,False,3,65.82278481012659,5ae20e0bdfddc1888148e0fcde88d937e96318d2,Learning structural SVMs with latent variables
Copy of 1553374.1553429.pdf,Learning with Structured Sparsity,False,4,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
Copy of 1553374.1553429.pdf,Learning with Structured Sparsity,False,5,58.53658536585366,a22ac183c8b37824e32cae970db170b861a13438,Learning diverse rankings with multi-armed bandits
Copy of NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,1,100.0,cf40878c2de992b6be053f79d3e97d20307dba26,Multi-Label Prediction via Compressed Sensing
Copy of NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,2,52.94117647058823,ebd660b8df9d7f9cd044c63778c15c39cdd072ed,Guaranteed Rank Minimization via Singular Value Projection
Copy of NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,3,48.19277108433735,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,Cross-lingual Language Model Pretraining
Copy of NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,4,47.72727272727273,cf80cc34528273d8fbe17783efe802a6509e1562,Online dictionary learning for sparse coding
Copy of NIPS-2009-multi-label-prediction-via-compressed-sensing-Paper.pdf,Multi-Label Prediction via Compressed Sensing,False,5,47.31182795698925,9491bcc1e54b52bea617283f7f716cf009068bce,Clustered Multi-Task Learning: A Convex Formulation
Copy of arora18b.pdf,Stronger Generalization Bounds for Deep Nets via a Compression Approach,False,1,100.0,a9022d8ffb5e417458fba9a280f90c1b08cb6c73,Stronger generalization bounds for deep nets via a compression approach
Copy of arora18b.pdf,Stronger Generalization Bounds for Deep Nets via a Compression Approach,False,2,62.4203821656051,4b5744dd44a0026c6f386d5cb21b795499d5efb7,Generalization Bounds of Stochastic Gradient Descent for Wide and Deep Neural Networks
Copy of arora18b.pdf,Stronger Generalization Bounds for Deep Nets via a Compression Approach,False,3,57.77777777777778,7a84a692327534fd227fa1e07fcb3816b633c591,Neural Tangent Kernel: Convergence and Generalization in Neural Networks
Copy of arora18b.pdf,Stronger Generalization Bounds for Deep Nets via a Compression Approach,False,4,56.71641791044776,42ec3db12a2e4628885451b13035c2e975220a25,A Convergence Theory for Deep Learning via Over-Parameterization
Copy of arora18b.pdf,Stronger Generalization Bounds for Deep Nets via a Compression Approach,False,5,52.8,804fb9542f4f56e264dd2df57c255a9a2011c00f,Adversarially Robust Generalization Requires More Data
Copy of NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,1,93.97590361445783,f53936c03fb089cc159c551081124aae8a32ec1a,Isolating Sources of Disentanglement in Variational Autoencoders
Copy of NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,2,50.602409638554214,99990944b8516536f4ff2e5af6d9ea1c5993c0bd,Domain Adaptation with Multiple Sources
Copy of NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,3,50.0,04541599accc47d8174f63345ce9c987ef21685b,Disentangling by Factorising
Copy of NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,4,48.07692307692308,03e7e8663c69e691be6b6403b1eb1bbf593d31f2,Gradient Descent Finds Global Minima of Deep Neural Networks
Copy of NeurIPS-2018-isolating-sources-of-disentanglement-in-variational-autoencoders-Paper.pdf,Isolating Sources of Disentanglement in VAEs,False,5,47.78761061946903,ed7c7c079c8c54d3b82e016cc52a7a2c3a61f237,Efficient projections onto the l1-ball for learning in high dimensions
Copy of NeurIPS-2018-learning-overparameterized-neural-networks-via-stochastic-gradient-descent-on-structured-data-Paper.pdf,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data,False,1,100.0,ccb1bafdae68c635cbd30d49fda7dbf88a3ce1b6,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data
Copy of NeurIPS-2018-learning-overparameterized-neural-networks-via-stochastic-gradient-descent-on-structured-data-Paper.pdf,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data,False,2,73.07692307692308,ceb3eff13951d80813103172355820bc9493f172,Learning with structured sparsity
Copy of NeurIPS-2018-learning-overparameterized-neural-networks-via-stochastic-gradient-descent-on-structured-data-Paper.pdf,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data,False,3,69.56521739130434,03e7e8663c69e691be6b6403b1eb1bbf593d31f2,Gradient Descent Finds Global Minima of Deep Neural Networks
Copy of NeurIPS-2018-learning-overparameterized-neural-networks-via-stochastic-gradient-descent-on-structured-data-Paper.pdf,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data,False,4,68.15642458100558,4b5744dd44a0026c6f386d5cb21b795499d5efb7,Generalization Bounds of Stochastic Gradient Descent for Wide and Deep Neural Networks
Copy of NeurIPS-2018-learning-overparameterized-neural-networks-via-stochastic-gradient-descent-on-structured-data-Paper.pdf,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data,False,5,67.40331491712706,611fe6e34df07ea1b2104899e49642b4531b53e9,"Learning and Generalization in Overparameterized Neural Networks, Going Beyond Two Layers"
Copy of NIPS-2008-translated-learning-transfer-learning-across-different-feature-spaces-Paper.pdf,Translated Learning: Transfer Learning across Different Feature Spaces,False,1,100.0,a9ba0f45b97b3c5c261efb52d5e33490b60cbe10,Translated Learning: Transfer Learning across Different Feature Spaces
Copy of NIPS-2008-translated-learning-transfer-learning-across-different-feature-spaces-Paper.pdf,Translated Learning: Transfer Learning across Different Feature Spaces,False,2,59.25925925925926,8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning
Copy of NIPS-2008-translated-learning-transfer-learning-across-different-feature-spaces-Paper.pdf,Translated Learning: Transfer Learning across Different Feature Spaces,False,3,58.18181818181818,00bbfde6af97ce5efcf86b3401d265d42a95603d,Feature hashing for large scale multitask learning
Copy of NIPS-2008-translated-learning-transfer-learning-across-different-feature-spaces-Paper.pdf,Translated Learning: Transfer Learning across Different Feature Spaces,False,4,57.142857142857146,cd10a147c94ecba92c8a400aa0fd04f912b4900c,Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning
Copy of NIPS-2008-translated-learning-transfer-learning-across-different-feature-spaces-Paper.pdf,Translated Learning: Transfer Learning across Different Feature Spaces,False,5,51.37614678899082,3263ff3c16220322a3989d4f8bde16a53d9b8d45,Online Metric Learning and Fast Similarity Search
Copy of NeurIPS-2019-superglue-a-stickier-benchmark-for-general-purpose-language-understanding-systems-Paper.pdf,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,False,1,100.0,d9f6ada77448664b71128bb19df15765336974a6,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems
Copy of NeurIPS-2019-superglue-a-stickier-benchmark-for-general-purpose-language-understanding-systems-Paper.pdf,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,False,2,63.57615894039735,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,XLNet: Generalized Autoregressive Pretraining for Language Understanding
Copy of NeurIPS-2019-superglue-a-stickier-benchmark-for-general-purpose-language-understanding-systems-Paper.pdf,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,False,3,61.935483870967744,1c71771c701aadfd72c5866170a9f5d71464bb88,Unified Language Model Pre-training for Natural Language Understanding and Generation
Copy of NeurIPS-2019-superglue-a-stickier-benchmark-for-general-purpose-language-understanding-systems-Paper.pdf,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,False,4,53.23741007194245,145b8b5d99a2beba6029418ca043585b90138d12,MASS: Masked Sequence to Sequence Pre-training for Language Generation
Copy of NeurIPS-2019-superglue-a-stickier-benchmark-for-general-purpose-language-understanding-systems-Paper.pdf,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,False,5,49.29577464788732,daf8cd0f2c159d022477914bfacee9ff6da70c8b,Adversarial Training and Robustness for Multiple Perturbations
Copy of NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,1,100.0,e5554c9d5fa92af69992d72ed1fdfbe953b03fb4,Rethinking LDA: Why Priors Matter
Copy of NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,2,52.459016393442624,c92be891c5f8f0f60b6de206364f9a744612d1e8,Adversarial Training for Free!
Copy of NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,3,47.61904761904762,4f2eda8077dc7a69bb2b4e0a1a086cf054adb3f9,EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks
Copy of NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,4,47.61904761904762,6b4ca249b3b28d3fee65f69714440c08d42cee64,Which Training Methods for GANs do actually Converge?
Copy of NIPS-2009-rethinking-lda-why-priors-matter-Paper (1).pdf,Rethinking LDA: Why Priors Matter,False,5,45.070422535211264,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,Cross-lingual Language Model Pretraining
Copy of NeurIPS-2019-unlabeled-data-improves-adversarial-robustness-Paper.pdf,Unlabeled Data Improves Adversarial Robustness,False,1,100.0,b3f1aa12dde233aaf543bb9ccb27213c494e0fd5,Unlabeled Data Improves Adversarial Robustness
Copy of NeurIPS-2019-unlabeled-data-improves-adversarial-robustness-Paper.pdf,Unlabeled Data Improves Adversarial Robustness,False,2,64.70588235294117,daf8cd0f2c159d022477914bfacee9ff6da70c8b,Adversarial Training and Robustness for Multiple Perturbations
Copy of NeurIPS-2019-unlabeled-data-improves-adversarial-robustness-Paper.pdf,Unlabeled Data Improves Adversarial Robustness,False,3,64.70588235294117,f7f73185e3975bb62a3c42b2ba6bd4db57fee8ed,Certified Adversarial Robustness via Randomized Smoothing
Copy of NeurIPS-2019-unlabeled-data-improves-adversarial-robustness-Paper.pdf,Unlabeled Data Improves Adversarial Robustness,False,4,61.111111111111114,f2c5c3cfe1675dd9239121f1f09069438f047aea,Adversarial Logit Pairing
Copy of NeurIPS-2019-unlabeled-data-improves-adversarial-robustness-Paper.pdf,Unlabeled Data Improves Adversarial Robustness,False,5,58.0,804fb9542f4f56e264dd2df57c255a9a2011c00f,Adversarially Robust Generalization Requires More Data
Copy of NeurIPS-2019-cross-lingual-language-model-pretraining-Paper.pdf,Cross-lingual Language Model Pretraining,False,1,100.0,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,Cross-lingual Language Model Pretraining
Copy of NeurIPS-2019-cross-lingual-language-model-pretraining-Paper.pdf,Cross-lingual Language Model Pretraining,False,2,80.0,1c71771c701aadfd72c5866170a9f5d71464bb88,Unified Language Model Pre-training for Natural Language Understanding and Generation
Copy of NeurIPS-2019-cross-lingual-language-model-pretraining-Paper.pdf,Cross-lingual Language Model Pretraining,False,3,67.79661016949152,145b8b5d99a2beba6029418ca043585b90138d12,MASS: Masked Sequence to Sequence Pre-training for Language Generation
Copy of NeurIPS-2019-cross-lingual-language-model-pretraining-Paper.pdf,Cross-lingual Language Model Pretraining,False,4,67.79661016949152,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,XLNet: Generalized Autoregressive Pretraining for Language Understanding
Copy of NeurIPS-2019-cross-lingual-language-model-pretraining-Paper.pdf,Cross-lingual Language Model Pretraining,False,5,60.714285714285715,aa5741c74b7fac10680c1cfbdd49d9ffb5751a68,Using Pre-Training Can Improve Model Robustness and Uncertainty
Copy of hendrycks19a.pdf,Using Pre-Training Can Improve Model Robustness and Uncertainty,False,1,100.0,aa5741c74b7fac10680c1cfbdd49d9ffb5751a68,Using Pre-Training Can Improve Model Robustness and Uncertainty
Copy of hendrycks19a.pdf,Using Pre-Training Can Improve Model Robustness and Uncertainty,False,2,60.714285714285715,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,Cross-lingual Language Model Pretraining
Copy of hendrycks19a.pdf,Using Pre-Training Can Improve Model Robustness and Uncertainty,False,3,59.67741935483871,daf8cd0f2c159d022477914bfacee9ff6da70c8b,Adversarial Training and Robustness for Multiple Perturbations
Copy of hendrycks19a.pdf,Using Pre-Training Can Improve Model Robustness and Uncertainty,False,4,58.394160583941606,1c71771c701aadfd72c5866170a9f5d71464bb88,Unified Language Model Pre-training for Natural Language Understanding and Generation
Copy of hendrycks19a.pdf,Using Pre-Training Can Improve Model Robustness and Uncertainty,False,5,51.968503937007874,6c405d4b5dc41a86be05acd59c06ed19daf01d14,Theoretically Principled Trade-off between Robustness and Accuracy
Copy of NeurIPS-2019-defending-against-neural-fake-news-Paper.pdf,Defending Against Neural Fake News,False,1,100.0,ad7129af0644dbcafa9aa2f111cb76526ea444a1,Defending Against Neural Fake News
Copy of NeurIPS-2019-defending-against-neural-fake-news-Paper.pdf,Defending Against Neural Fake News,False,2,49.438202247191015,1029daa28aa772e441470e61bdd610c222e92932,On Exact Computation with an Infinitely Wide Neural Net
Copy of NeurIPS-2019-defending-against-neural-fake-news-Paper.pdf,Defending Against Neural Fake News,False,3,48.97959183673469,7a84a692327534fd227fa1e07fcb3816b633c591,Neural Tangent Kernel: Convergence and Generalization in Neural Networks
Copy of NeurIPS-2019-defending-against-neural-fake-news-Paper.pdf,Defending Against Neural Fake News,False,4,48.93617021276596,03e7e8663c69e691be6b6403b1eb1bbf593d31f2,Gradient Descent Finds Global Minima of Deep Neural Networks
Copy of NeurIPS-2019-defending-against-neural-fake-news-Paper.pdf,Defending Against Neural Fake News,False,5,47.36842105263158,9f9fc406c76255fec51a6196ce167c0ff1d1efc0,Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient Descent
Copy of NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,1,100.0,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,XLNet: Generalized Autoregressive Pretraining for Language Understanding
Copy of NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,2,72.6027397260274,1c71771c701aadfd72c5866170a9f5d71464bb88,Unified Language Model Pre-training for Natural Language Understanding and Generation
Copy of NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,3,67.79661016949152,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,Cross-lingual Language Model Pretraining
Copy of NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,4,63.57615894039735,d9f6ada77448664b71128bb19df15765336974a6,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems
Copy of NeurIPS-2019-xlnet-generalized-autoregressive-pretraining-for-language-understanding-Paper.pdf,XLNet: Generalized Autoregressive Pretraining for Language Understanding,False,5,61.53846153846154,145b8b5d99a2beba6029418ca043585b90138d12,MASS: Masked Sequence to Sequence Pre-training for Language Generation
Copy of 1390156.1390224.pdf,Classiﬁcation using Discriminative Restricted Boltzmann Machines,False,1,98.4375,a53da9916b87fa295837617c16ef2ca6462cafb8,Classification using discriminative restricted Boltzmann machines
Copy of 1390156.1390224.pdf,Classiﬁcation using Discriminative Restricted Boltzmann Machines,False,2,71.42857142857143,73d6a26f407db77506959fdf3f7b853e44f3844a,Training restricted Boltzmann machines using approximations to the likelihood gradient
Copy of 1390156.1390224.pdf,Classiﬁcation using Discriminative Restricted Boltzmann Machines,False,3,61.40350877192982,0228810a988f6b8f06337e14f564e2fd3f6e1056,The Recurrent Temporal Restricted Boltzmann Machine
Copy of 1390156.1390224.pdf,Classiﬁcation using Discriminative Restricted Boltzmann Machines,False,4,52.55474452554745,5262fe8369992259be27165ccd09d1d31c7a4def,Bayesian probabilistic matrix factorization using Markov chain Monte Carlo
Copy of 1390156.1390224.pdf,Classiﬁcation using Discriminative Restricted Boltzmann Machines,False,5,52.42718446601942,7af09246bae1d2d9abada79f441ba25858c69ef9,Confidence-weighted linear classification
Copy of Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,1,100.0,0728914a1dba0417bf2847548aa15711f3f8d4e8,Multi-view clustering via canonical correlation analysis
Copy of Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,2,50.847457627118644,42ec3db12a2e4628885451b13035c2e975220a25,A Convergence Theory for Deep Learning via Over-Parameterization
Copy of Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,3,50.0,9491bcc1e54b52bea617283f7f716cf009068bce,Clustered Multi-Task Learning: A Convex Formulation
Copy of Multi-View Clustering via Canonical Correlation Analysis.pdf,Multi-View Clustering via Canonical Correlation Analysis,False,4,48.4375,64441c8396211b5e799b9ad5138dade15ff5cd0a,Grassmann discriminant analysis: a unifying view on subspace-based learning
